name,grade,style,crag,area,country,shortnote,notes,date,project,stars,cragnote
Une Marie pour Deux,7a+,o.s.,De Que Fas Aqui?,Gorges du Tarn,France,,so viel Spaß,2020-08-30,,3,
La Cure de Rigologie,7a,o.s.,De Que Fas Aqui?,Gorges du Tarn,France,,,2020-08-30,,,
La case du petit chef,7a+,o.s.,Navire,Gorges du Tarn,France,,,2020-09-01,,,
Mon dide,7b,F,Gorges du Tarn,Gorges du Tarn,France,,"Lucie Miniprojekt, schwerer Zug über den Wulst",2014,,,
Planète Causse,7a+,o.s.,Gorges du Tarn,Gorges du Tarn,France,,ziemlich pumpig an Henkeln,2014,,,
Farniente,7a,o.s.,Gorges du Tarn,Gorges du Tarn,France,,Verschneidung :),2014,,,
Le ventre de nos aieux,7a,o.s.,Gorges du Tarn,Gorges du Tarn,France,,Der Fels (Cancer) ist wie der Weißenstein,2014,,,
Les blés murs,7a,F,Gorges du Tarn,Gorges du Tarn,France,,,2014,,,
Flexion,7a,o.s.,Gorges du Tarn,Gorges du Tarn,France,,,2014,,,
Jour de doye,7a,2. Go,Gorges du Tarn,Gorges du Tarn,France,hard,"2. Versuch, dreckig und schwer, trotzdem schöne Züge",2014,,,
Dimanche Vagabond,6b+,o.s.,Gorges du Tarn,Gorges du Tarn,France,,,2014,,,
Pyromania L1,6b,F,Gorges du Tarn,Gorges du Tarn,France,,,2014,,,
Pagesa,7c+,2. Go,Tres Ponts,Tres Ponts,Spain,,2. Go,2014,,,
Arrampata la Cova,7a+,o.s.,Tres Ponts,Tres Ponts,Spain,,,2014,,,
Santa Paciènca,6b,o.s.,Tres Ponts,Tres Ponts,Spain,,,2014,,,
Mishi,8a,,Oliana,Oliana,Spain,,2014 bis über den Boulder probiert. Dann haben mich Bienen attakiert :/,,X,,
Happy Hour,8a,,Oliana,Oliana,Spain,,wo ist der Umlenker???,,X,,
Placa Ferdinand,7b/7b+,o.s.,Oliana,Oliana,Spain,,,2014,,,
Buen Rollito,8a+,5. Go,Collegats,Collegats,Spain,,"5. Go, erste 8a+ ;-D",2014,,2,
Per Tutti l´Ano,7b+,o.s.,Collegats,Collegats,Spain,,,2014,,,
Eterna,7a+,F,Collegats,Collegats,Spain,,,2014,,,
Gaudir,7a,o.s.,Collegats,Collegats,Spain,,sehr schön!,2014,,,
Golpe de Gas,8b,5. Go,Terradets,Terradets,Spain,,"5. Go, innerhalb der letzten 5 Spanientage habe ich meine erste 8a+ und 8b geklettert!",2014,,2,
Flix Flax,8a+,2. Go,Terradets,Terradets,Spain,soft,2. Go :D Soft,2014,,2,
El Latido del Miedo,8a,2. Go,Terradets,Terradets,Spain,soft,"2. Go, zusammen mit Flix Flax an einem Tag, geil!!",2014,,3,
Red Bull,7c+,2. Go,Terradets,Terradets,Spain,,"2. Go, 2.SL ist unlohnend, saugeiler Sinter",2014,,2,
Derribos Arribas,7b+,o.s.,Terradets,Terradets,Spain,,,2014,,,
Pasta sin Agua,7a+,o.s.,Terradets,Terradets,Spain,,,2014,,,
L´Ànsia,7a+,o.s.,Terradets,Terradets,Spain,,,2014,,,
Cubata + Chupito 3€,8a+,,Raco de la Finestra,Margalef,Spain,hard,"so ein verdammtes Projekt. Epic, 5 Tage lang am gleichen Cruxzug gefallen.",,X,3,
La Sombra del viento,8a,,Raco de la Finestra,Margalef,Spain,,,,X,,
Morphos,7c+,,Raco de la Finestra,Margalef,Spain,,besser als es aussieht!,2015-04-01,,2,
Deja Vu,7c+,,Raco de la Finestra,Margalef,Spain,,"fast im Flash, scharfe Griffe",2015-03-01,,,
Aeroplastica,7c+,,Raco de la Finestra,Margalef,Spain,hard,"viel mir sehr, sher schwer!",2015-03-01,,,
Habana Club,7c,F,Raco de la Finestra,Margalef,Spain,,"schaut nicht nach der besten Linie aus, klettert sich aber ganz gut!",2015-03-01,,1,
Festa Fotre,7c,F,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Montgronyeta,7b+,,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Bimbirinboies,7b,F,Raco de la Finestra,Margalef,Spain,,,2015-04-01,,,
Laverint d´ombres,7b,,Raco de la Finestra,Margalef,Spain,hard,die schwerste der 3 Linien,2015-04-01,,,
Pitus i Flautes,7b,o.s.,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Tropicana,7b,F,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Crucigrama,7b,F,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Entretres,7a+,o.s.,Raco de la Finestra,Margalef,Spain,,,03/01/15,,,
Garotina,7a,o.s.,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Vells Temps,7a,o.s.,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Ingravitus,7a,o.s.,Raco de la Finestra,Margalef,Spain,,,2015-03-01,,,
Reemoc,6c+,,Raco de la Finestra,Margalef,Spain,,,2015-04-01,,,
Llarga i Gorda,6c+,o.s.,Raco de la Finestra,Margalef,Spain,,ziemlich plattig :-),2015-03-01,,,
Magrana,6b+,o.s.,Raco de la Finestra,Margalef,Spain,,"schönste 6b+, die ich je gemacht habe!",2015-03-01,,3,
Dr. Feelgood,8a,,Cova Soleiada,Margalef,Spain,,"riesen Kampf. Zweite 8a am gleichen Tag, hätte niemals gedacht, dass ich die noch an dem Tag hinbekomme :-)",2015-03-01,,2,
Ment en Blanc,8a,2. Go,Cova Soleiada,Margalef,Spain,,cooler Boulder mit fettem Dropknee. 2. Go,2015-03-01,,,
O´Mar Galef,7b,o.s.,Can Verdures,Margalef,Spain,soft,,2015-03-01,,,
Carn d´Olla,7a,o.s.,Can Verdures,Margalef,Spain,soft,,2015-03-01,,,
Esquerre Espinazo,7c,F,Cingles del Moli,Margalef,Spain,,,2015-03-01,,,
El espinazo del diablo,7a+,o.s.,Cingles del Moli,Margalef,Spain,,,2015-03-01,,,
Magic Festival,7c,,Raco de les Tenebres,Margalef,Spain,,,2015-03-01,,,
Chachi qui Chapi,7a,o.s.,Can Torxa,Margalef,Spain,,schwer,2015-03-01,,,
Sarau Nocturn,8a,,El Laboratori,Margalef,Spain,,"krasse Einzelzüge, so kurz und trotzdem so schwer!",,X,,
Miguel el Casero,7c+,,El Laboratori,Margalef,Spain,,,2015-03-01,,,
Tsunami,7c,,El Laboratori,Margalef,Spain,,,,X,,
Los últimos vampiros hippies,8c,,Raco de les Espadelles,Margalef,Spain,,"Schwerer 3 Zug Boulder zu 2 Henkeln, schwerer Clip und weiter Schnapper in Mono. Dann weite Züge in leichterem, wenig steilen Gelände und
schlechter Ruhepunkt. Dann technische Stelle an Leisten mit weitem Blocker. Oben dran bleiben.
Beta für Boulder unten: links 3 Finger in Henkel, rechts split Leiste. Rechts auf offensichtl. Kiesel stehen und in seichtes 2 Finger Loch hochschnappen. Links weit raus napfen und rechts toehook and Untergriff. Links in 2 Finger Steller schnappen. Rechts auf Split Leiste hochstehen, links zwischen stehen zum anschieben und hoch auf Leiste hacken (sehr weit). So stehen bleiben und anstengend clippen.",,X,3,
Toni Kaneloni,8a+,,Raco de les Espadelles,Margalef,Spain,,Crux: links Untergriffmono und mit rechts in großes Loch schnappen. Danach dranbleiben,,X,2,
Pal Sur,8a,,Raco de les Espadelles,Margalef,Spain,,Schlüsselstelle unten und oben ausdauernd,02.01.18,,,
Ximpleta,8a,3. Go,Raco de les Espadelles,Margalef,Spain,,3 Versuche,2015-03-01,,,
Transilvania,8a,2. Go,Raco de les Espadelles,Margalef,Spain,soft,"Soft, 2. Versuch, fast geflasht",2015-03-01,,,
Innuendo,8a,,Raco de les Espadelles,Margalef,Spain,,Mono!,2015-03-01,,,
Via del Oscar,8a,,Raco de les Espadelles,Margalef,Spain,soft,"nicht so schwer, aber 2 8a´s an einem Tag ist dann doch bissl viel",2015-03-01,,,
Telemaster,8a,,Raco de les Espadelles,Margalef,Spain,,"unten schwerer langer Boulder an schmerzhaften Griffe, oben ausdauernd",2015-03-01,,,
Les Artisans,7c+,2. Go,Raco de les Espadelles,Margalef,Spain,,ziemlich cool! 2. go,2015-04-01,,,
Maligna,7c+,F,Raco de les Espadelles,Margalef,Spain,soft,sehr soft,2015-04-01,,,
Malasombra,7c+,2. Go,Raco de les Espadelles,Margalef,Spain,hard,"Schwer, 2. Versuch",2015-03-01,,,
Sudoku,7c,,Raco de les Espadelles,Margalef,Spain,,,,X,,
Chute emocional,7b+,F,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
La Gomorra,7b+,,Raco de les Espadelles,Margalef,Spain,hard,hart!,2015-03-01,,,
Zona Mixta,7b,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Amb pal no dona pal,7b,,Raco de les Espadelles,Margalef,Spain,,,2015-04-01,,,
La Drecera,7b,F,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
La Nina de la Selva,7a+,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Nr. 46,7a+,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Para Cuenca por amor,7a+,F,Raco de les Espadelles,Margalef,Spain,,Schlüsselstelle sind die ersten 3 Haken.,28.12.17,,,
Draculin,7a+,F,Raco de les Espadelles,Margalef,Spain,hard,"sehr, sehr schwer",2015-03-01,,,
Reventuning,7a,o.s.,Raco de les Espadelles,Margalef,Spain,,,02.01.18,,,
Baby Sitter,7a,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Ché pasa Neng?,7a,F,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Franja de Ponent,7a,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Beta de Boira,7a,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Repós actiu,6c+,o.s.,Raco de les Espadelles,Margalef,Spain,,"unten schwer, oben richtig cool",17.12.17,,2,
Iler-Crack,6c+,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-04-01,,,
Guirlache,6c,o.s.,Raco de les Espadelles,Margalef,Spain,,wunderschön,2015-03-01,,3,
Punt X,6b+,F,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Matabichos,6b,F,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
Per Comencar,6a+,o.s.,Raco de les Espadelles,Margalef,Spain,,,2015-03-01,,,
La Ardilla Roja,7c/7c+,2. Go,El Pati,Siurana,Spain,hard,2. Versuch. Boulderstelle. Auch für 7c+ nicht leicht!,31.12.17,,,
El Prado del Rey,7b+,o.s.,El Pati,Siurana,Spain,,,2015-03-01,,3,
Viagraman,7a,o.s.,El Pati,Siurana,Spain,,,31.12.17,,,
El Corridón de la Muerte,7a+/7b,o.s.,El Pati,Siurana,Spain,,,31.12.17,,,
Crosta Pánic,7a+,o.s.,El Pati,Siurana,Spain,,,31.12.17,,,
Ay Mamita!,7a,o.s.,El Pati,Siurana,Spain,,,2015-03-01,,,
Populus,7a,o.s.,El Cargol,Siurana,Spain,,wunderschön,31.12.17,,,
Costelletes Verdes,6c+,o.s.,El Cargol,Siurana,Spain,,,31.12.17,,,
La Cara que no Miente,8a+,,L´Olla,Siurana,Spain,,,,X,,
Sac de Gemecs,7a,F,Grau dels Masets,Siurana,Spain,,,2015-03-01,,,
Minimal Techno,7c+,F,Salt de la Reina Mora,Siurana,Spain,,"Jakob hat's geonsighted und ich geflasht. Mega gute Linie, super geil und überhaupt keine schmerzhaften Griffe!",03.01.18,,3,
Gatito Silvestre,7a+,F,Salt de la Reina Mora,Siurana,Spain,,,03.01.18,,,
Anabòlica,8a,,Can Pigui Pugui,Siurana,Spain,hard,speck,,X,1,
Memorias de una Sepia,8a,2. Go,La Siuranella – Centre,Siurana,Spain,,2. Versuch,2015-03-01,,,
Traficants de ferralia,7c+,o.s.,La Siuranella – Centre,Siurana,Spain,,richtig fetter onsight am letzten Tag des Trips. So cool! Ich kann klettern!,06.01.18,,2,
Berrio Cabrero,7b+,o.s.,La Siuranella – Centre,Siurana,Spain,,,06.01.18,,,
Cabalgando La Serpiente,7b+,o.s.,La Siuranella – Centre,Siurana,Spain,,,06.01.18,,,
El Rostollaire,7b,,La Siuranella – Centre,Siurana,Spain,hard,schwer!,2015-03-01,,,
La Secallona,7a,o.s.,La Siuranella – Centre,Siurana,Spain,,,2015-03-01,,,
Tikis Mikis,7a,o.s.,La Siuranella – Centre,Siurana,Spain,,ungewöhnliche Kletterei in Riss und Verschneidung,06.01.18,,,
Boys don't cry,7c,F,Ca la Isabel,Siurana,Spain,,,31.12.17,,,
Devora Hombres,7c+,F,Santa Linya,Santa Linya,Spain,soft,"ich fand alle Routen im 7. Grad ziemlich soft, vielleicht auch einfach fit...",25.06.2018,,,
Arqueológico,7c,o.s.,Santa Linya,Santa Linya,Spain,soft,,25.06.2018,,,
Airtime,7b+,F,Santa Linya,Santa Linya,Spain,soft,,25.06.2018,,,
Meneo Canario,7b,F,Santa Linya,Santa Linya,Spain,soft,,25.06.2018,,,
Posible Misión,8a,,Patones,Patones,Spain,,Frankenjura style,,X,,
Poker de Jotas,7a+/7b,o.s.,Patones,Patones,Spain,,,2018-12-01,,,
Nesera,7a+,o.s.,Patones,Patones,Spain,,,2018-12-01,,,
Stradivarius direct,7a,o.s.,Patones,Patones,Spain,,,2018-12-01,,,
Sácame de Aquí,6c+,o.s.,Patones,Patones,Spain,,,2018-12-01,,,
El Chico del a vista para sail en la revista,7c+,,San Martín de Valdeiglesias,Patones,Spain,,bisschen krätzig aber kann man schon mal gemacht haben,,X,0,
Delirios de grandeza,7c,o.s.,San Martín de Valdeiglesias,Patones,Spain,,coole Platte!,16.06.18,,1,
Potenzial Infinito,7a+,o.s.,San Martín de Valdeiglesias,Patones,Spain,,schwerer Einzelzug,16.06.18,,,
Postergando la vida real,7a,o.s.,San Martín de Valdeiglesias,Patones,Spain,,,16.06.18,,,
Berta,6c+,o.s.,San Martín de Valdeiglesias,Patones,Spain,,,16.06.18,,,
Simple Mente,6b,TR,San Martín de Valdeiglesias,Patones,Spain,,,16.06.18,,,
El Vergel,6a+/6b,o.s.,San Martín de Valdeiglesias,Patones,Spain,,,16.06.18,,,
Eclosión del mono,7b+,2. Go,Paúles,Cuenca,Spain,,"2. Go, nicht so schön, ziemlich scharf und splittrig",2018-06-01,,0,"nicht so cool, spittriger Fels aber im Sommer ganz gut"
Action Roco,7a+,"o,s,",Paúles,Cuenca,Spain,,ganz okay,2018-06-01,,1,"nicht so cool, spittriger Fels aber im Sommer ganz gut"
Koala,7a,o.s.,Paúles,Cuenca,Spain,,,2018-06-01,,,"nicht so cool, spittriger Fels aber im Sommer ganz gut"
Fístula Lunar,6c+,o.s.,Paúles,Cuenca,Spain,,,2018-06-01,,,"nicht so cool, spittriger Fels aber im Sommer ganz gut"
La Rambo,7a,,Uzak-Zurafa,Datca,Turkey,hard,schwer und sehr kleine Leisten,2015-12-01,,,"Gebiet in der Türkei mit einer riesigen Sinterhöhle und Potential für eine weitere, Felskader Trip über Silvester 2015/16"
Pocket Dog,6c,,Uzak-Zurafa,Datca,Turkey,,super cool!,2015-12-01,,,"Gebiet in der Türkei mit einer riesigen Sinterhöhle und Potential für eine weitere, Felskader Trip über Silvester 2015/16"
Efes Efekt,6b+,,Uzak-Zurafa,Datca,Turkey,,,2015-12-01,,,"Gebiet in der Türkei mit einer riesigen Sinterhöhle und Potential für eine weitere, Felskader Trip über Silvester 2015/16"
Dionisos,6b,,Uzak-Zurafa,Datca,Turkey,,,2015-12-01,,,"Gebiet in der Türkei mit einer riesigen Sinterhöhle und Potential für eine weitere, Felskader Trip über Silvester 2015/16"
Keurban,8a+,,Can Baba,Datca,Turkey,,"geile Ausdauerroute mit fetten Knieklemmern im nahezu Volldach. Mega Fight, hat total Spaß gemacht",2016-01-01,,3,
Kebabomaniac,8a+,,Can Baba,Datca,Turkey,hard,ziemlich schwer für 10-! Unten weite Züge aber leicht und oben dann ein brettharter 4 Zug Boulder,2015-12-01,,3,
Toprak,8a,,Can Baba,Datca,Turkey,,sehr schöne Sinterkletterei,2015-12-01,,,
Helmet and Katana,8a,,Can Baba,Datca,Turkey,,fast geflasht!!,2015-12-01,,,
Mediteranean Dream,8a,,Can Baba,Datca,Turkey,,abwechslungsreich,2015-12-01,,2,
Black Hole,7c+,o.s.,Can Baba,Datca,Turkey,,"papam, gleich am ersten Tag geonsightet mit 2 oder 3 Stunden Schlaf :)",2015-12-01,,,
What the mic-mac,7c,F,Can Baba,Datca,Turkey,,,2016-01-01,,,
Datca Rodeo,7b+,F,Can Baba,Datca,Turkey,,super außergewöhnlich mit geilsten Riesensintern,2016-01-01,,2,
Üstsüz,7b,o.s.,Can Baba,Datca,Turkey,,fette Sinter!,2016-01-01,,,
Kanunsuz,7a,F,Can Baba,Datca,Turkey,,,2015-12-01,,,
Rivage,6c,o.s.,Fakir,Buoux,France,,"unten super Lochkletterei, oben vermutlich nicht die Orginalvariante geklettert, sondern zu weit links",2016-02-01,,,"02/2016 mit Johannes, weltklasse Gebiet mit den optisch besten Linien, die ich je gesehen habe; sehr schwer bewertet, viel gechippt, geht auf die Haut, nichts geschenkt"
La Fakir,6a+,o.s.,Fakir,Buoux,France,,"erste Route in Buoux, sehr speckig, oben Risskletterei",2016-02-01,,,"02/2016 mit Johannes, weltklasse Gebiet mit den optisch besten Linien, die ich je gesehen habe; sehr schwer bewertet, viel gechippt, geht auf die Haut, nichts geschenkt"
Le pilier des fourmis,7a,,La Croisette,Buoux,France,,"6a,5b,6b,7a Mehrseillänge, Total ausgesetzt, 7a hat Einzelstelle, langes Seil von Nöten",2016-02-01,,,
La victoire de l´homme sur les WC,6b+,TR,La Croisette,Buoux,France,,"toprope, Zugang zum Balkon, anstrengend am Schluss",2016-02-01,,,
Décadense,5c,F,La Croisette,Buoux,France,,super toll,2016-02-01,,3,
La Chiquette du Graal,8b+,,Les Dévers,Buoux,France,,"genialste Linie, schwere Züge an Schaufelbagger Monos, rech kurz und maximalkräftig, gutr Griffe, schlechte Tritte, Frühjahr 2016 probiert",,X,3,
La mission,8a+,,Les Dévers,Buoux,France,,"Crux an Monos, geht auch auf die Haut, coole Dropknees, ähnlich zu Chiquette nur bessere Tritte, runout zum Umlenker, ausgesetzt",,X,3,
Rêve du Papillon,8a,3 Tage,Rêve,Buoux,France,hard,"„Rave in Papillonien"", 3 Tage, 7 Gos, schwerer Kreuzer, tolle Tour mit schweren Hangekzügen am Anfang und oben leicht",2016-02-01,,,
Courage fuyons,7a+,o.s.,Rêve,Buoux,France,,"unten plattig und immer steiler werdend. Richtig gut! Oben pupiger Riss und Piazklettterei, Mega Linie",2016-02-01,,,
Rose des sables,7a,o.s.,Rêve,Buoux,France,,"usehr weite Hakenabstände unten wenn man skippt, sehr fotogene Tour",2016-02-01,,,
Récréativité,6b,o.s.,Styx,Buoux,France,,saugut,2016-02-01,,3,
Andéavor,6b,o.s.,Styx,Buoux,France,,"mega, alle Touren hier sind super",2016-02-01,,3,
Le Minimum,8c,,Bout du monde,Buoux,France,,"2016 kurz versucht, Traumtour! Würde ich sehr gerne mal klettern. Der Leistensteller (ca. 7C+ Boulder) ist wirklich sehr klein",,X,,
La Rose et le vampir,8b,,Bout du monde,Buoux,France,,"ultra hart für 8b, komplett künstliche Tour, trotzdem sehr gute Bewegngen, berühmten Kreuzer im ersten Versuch gemacht",,X,,
Requiem,7c+,,TCF,Buoux,France,,"wahnsinnig schwer, unten schon schwere Leistenstelle mit schlechten Tritten, könnte dprt schon 7c+ sein, dann oben ultra hart,konnte ich selbst im Toprope nicht ausbouldern",,X,,
Monsieur Popre,7b+,F,TCF,Buoux,France,,"gute Klemmer, Seilreibung reduzieren!",2016-02-01,,,
TCF,7a,,TCF,Buoux,France,,schön und speckig,,X,,
Jolinouille,7a,o.s.,TCF,Buoux,France,,"ein gebohrtes Mono, sonst gut",2016-02-01,,,
Zéphir,6a,F,TCF,Buoux,France,,gut!,2016-02-01,,,
Shaoshing,8a,,Volx,Volx,France,,"oben weite Züge, unten dynamischer Boulder, auch ganz nett",2016-02-01,,,
L´Invitationau Voyage,7c+,,Volx,Volx,France,,"Boulder an scharfem 2 Finger Loch unten, oben pumpig an Slopern raus, besser als Sahoshing",2016-02-01,,,
Charles du Goal,7b,o.s.,Volx,Volx,France,,,2016-02-01,,,
Paddys Pillar,6b,FA,Basalt Pillars,Basalt Pillars,Iceland,,"First Ascend von Ole, Tom, Paddy; Trad Multipitch (mit selbst Stand bauen, ABENTEUER!): 6b, 6a+,5b",2019-08-01,,,
Tívolí ,7b,,Hnappavellir,Hnappavellir,Iceland,hard,sauhart!,2019-08-01,,,
Janus,6a,o.s.,Hnappavellir,Hnappavellir,Iceland,hard,hart!,2019-08-01,,,
Alasca Kid,8a,2. Go,Voralpsee,Voralpsee,Switzerland,,painfully close in onsight,2019-04-23,,3,"Perfekte 5° überhängende Kalkwand, nur Leisten, hoch aufhocken und blocken. 35M und pure resistance. Auf mich masgeschneidert das Gebiet! Somergebiet"
Lucy,7c+,o.s.,Voralpsee,Voralpsee,Switzerland,,"sehr stolz auf den onsight. Absolut am Limit, bei so vielen Zügen fast geflogen und trotzdem hochgekämpft. Wahnsinn!",2016-09-01,,3,"Perfekte 5° überhängende Kalkwand, nur Leisten, hoch aufhocken und blocken. 35M und pure resistance. Auf mich masgeschneidert das Gebiet! Somergebiet"
Paradigma,7c,F,Voralpsee,Voralpsee,Switzerland,,"Sehr cool, fitter Flash!",2016-09-01,,3,"Perfekte 5° überhängende Kalkwand, nur Leisten, hoch aufhocken und blocken. 35M und pure resistance. Auf mich masgeschneidert das Gebiet! Somergebiet"
Rapunzel,7b,o.s.,Voralpsee,Voralpsee,Switzerland,,unten echt küppelig,2016-09-01,,,"Perfekte 5° überhängende Kalkwand, nur Leisten, hoch aufhocken und blocken. 35M und pure resistance. Auf mich masgeschneidert das Gebiet! Somergebiet"
König Drosselbart,7a,F,Voralpsee,Voralpsee,Switzerland,,unten schwer,2016-09-01,,,"Perfekte 5° überhängende Kalkwand, nur Leisten, hoch aufhocken und blocken. 35M und pure resistance. Auf mich masgeschneidert das Gebiet! Somergebiet"
Ghetto Blaster,5.13b,2. Go,Malibu Creek,Malibu Creek,USA,,so close to the onsight/flash,2021-02-06,,2,
Urban Struggle,5.12a,o.s.,Malibu Creek,Malibu Creek,USA,,sharp jugs,2021-02-06,,,
Cialis Stud,5.12a,o.s.,Malibu Creek,Malibu Creek,USA,,bit chossy and a one mover,2021-02-06,,0,
Johnny Can't Lead,5.11a,F,Malibu Creek,Malibu Creek,USA,,,2021-02-06,,,
An Inconvenient Roof,5.11c,o.s.,Malibu Creek,Malibu Creek,USA,,,2021-02-06,,,
Serenity Crack,5.10d,o.s.,Royal Arches,Yosemite,USA,,,2016-11-01,,3,
Sons of Yesterday,5.10b,o.s.,Royal Arches,Yosemite,USA,,,2016-11-01,,3,
Royal Arches,5.10b,2. Go,Royal Arches,Yosemite,USA,,second go in Crux Slab (Fuß gerutscht). Simul-klettern mit ultra langsamem Kush in ~6h,2016-11-01,,3,
Aid Route,5.11b,,Swan Slabs,Yosemite,USA,Aid,"noch nicht RP, harte Platte an geschlagenen Griffen am Anfang",,,,
Penelope´s Problem,5.7,o.s.,Swan Slabs,Yosemite,USA,,"3 pitches easy climbing, anchors at trees, super start for the Valley",2016-11-01,,,
Salathe P.1+2,5.10c,,El Cap Base,Yosemite,USA,,,2016-11-01,,2,
Ahab,5.10b,,El Cap Base,Yosemite,USA,,"toprope RP, desperate flaring Offwidth, 2017 endlich vorgestiegen, scary! Sau geil den Offwidth Fortschritt zu sehen. Beim ersten Yosemite Trip am ersten Tag habe ich den Arsch nicht hochbekommen. Jetzt wieder am ersten Tag und gleich vorgestiegen. Pam!",27.03.18,,3,
Moby Dick center,5.10a,o.s.,El Cap Base,Yosemite,USA,,fingercrack into hands into fist into butterfly,2016-11-01,,3,
